num,x,y,temp,RGB
0,5.65528011322,9.24325084686,17.7999992371,#7E7C5E
1,6.12893772125,10.232919693,17.7999992371,#7F7C5E
2,6.2492389679,11.2076129913,17.7999992371,#7F7C5E
3,6.73607492447,12.0978183746,17.7999992371,#7F7C5E
4,6.06761550903,12.7432785034,17.7000007629,#7F7C5E
5,6.10158014297,13.7528018951,17.7000007629,#7F7C5E
6,6.48816108704,14.6877880096,17.7000007629,#7F7C5E
7,6.90130996704,15.624499321,17.7000007629,#7F7C5E
8,7.83402013779,15.5474386215,17.7000007629,#7F7C5E
9,8.72281551361,15.1514511108,17.7000007629,#7F7C5E
10,9.5818605423,14.7877836227,17.7000007629,#7F7C5E
11,10.4760541916,14.4171457291,17.7000007629,#7F7C5E
12,11.2420902252,14.1034450531,17.6000003815,#7F7C5E
13,11.9327793121,13.4466562271,17.6000003815,#7F7C5E
14,12.8158864975,13.1810312271,17.6000003815,#7F7C5E
15,13.6541891098,12.8340749741,17.6000003815,#7E7C5E
16,14.5212202072,12.7367038727,17.6000003815,#7E7C5E
17,15.3973255157,12.3629970551,17.6000003815,#7E7C5E
18,16.2430362701,12.0037965775,17.6000003815,#7E7C5E
19,16.941318512,11.5684528351,17.6000003815,#7E7C5E
20,16.4937973022,10.6924858093,17.6000003815,#7E7C5E
21,16.0707397461,9.85680294037,17.6000003815,#7E7C5E
22,15.657907486,8.94384288788,17.6000003815,#7E7C5E
23,14.7630395889,8.61332321167,17.6000003815,#7E7C5E
24,13.8990449905,8.8930683136,17.6000003815,#7E7C5E
25,13.8077659607,9.7531080246,17.6000003815,#7E7C5E
26,13.1842880249,10.4038467407,17.6000003815,#7E7C5D
27,12.2670621872,10.1005373001,17.6000003815,#7E7C5D
28,11.4833192825,10.825594902,17.6000003815,#7E7C5D
29,10.5477809906,11.1427001953,17.6000003815,#7E7C5D
30,9.71060943604,11.3182516098,17.6000003815,#7E7C5D
31,9.29311275482,10.3764810562,17.6000003815,#7E7C5D
32,8.89976501465,9.51398563385,17.6000003815,#7E7C5D
33,7.93262767792,9.47737312317,17.5,#7E7C5D
34,7.3991150856,10.2987985611,17.5,#7E7C5D
35,7.71459960938,11.1952104568,17.5,#7E7C5D
36,7.74267339706,12.1160421371,17.5,#7E7C5D
37,7.95343494415,13.0941829681,17.5,#7E7B5D
38,8.7926568985,13.5274429321,17.5,#7E7B5D
39,9.68992614746,13.2786588669,17.5,#7E7B5D
40,10.4733533859,12.8301000595,17.5,#7E7B5D
41,11.2263813019,12.4562139511,17.5,#7E7B5D
42,12.0731048584,12.2333850861,17.5,#7E7B5D
43,12.9599113464,12.1171569824,17.5,#7E7B5D
44,13.9331951141,11.8761386871,17.5,#7E7B5D
45,14.819272995,11.7291345596,17.5,#7E7B5D
46,15.6128587723,11.3427333832,17.5,#7E7B5D
47,15.6847782135,10.54342556,17.5,#7E7B5D
48,14.702299118,9.44137573242,17.5,#7E7B5D
49,10.4789543152,13.6202278137,17.5,#7E7B5C
50,9.59784412384,14.0667657852,17.5,#7E7B5C
51,8.81978797913,14.3775167465,17.5,#7D7B5C
52,7.93630409241,14.6281690598,17.5,#7D7B5C
53,7.19036149979,14.8376865387,17.5,#7D7B5C
54,6.91825914383,13.9246826172,17.5,#7D7B5C
55,7.77340316772,13.8573350906,17.5,#7D7B5C
56,7.09399795532,13.0792245865,17.5,#7D7B5C
57,6.98666810989,11.3330459595,17.5,#7D7A5C
58,6.50396299362,9.48003005981,17.5,#7D7A5C
59,6.75599956512,8.63250255585,17.5,#7D7A5C
60,7.60821580887,8.28074073792,17.5,#7D7A5C
61,8.44331359863,7.85430002213,17.5,#7D7A5C
62,9.29676055908,8.32475090027,17.5,#7D7A5C
63,8.40697860718,8.76855373383,17.5,#7D7A5C
64,10.0359630585,8.98950958252,17.5,#7D7A5C
65,9.77999687195,9.71493148804,17.5,#7D7A5C
66,10.6239395142,10.0003318787,17.5,#7D7A5B
67,10.0133152008,10.611284256,17.5,#7D7A5B
