num,x,y,temp,RGB
0,2.122827053,26.49038696,16.60000038,#ff0000
1,2.96218276,25.97169113,16.60000038,#ff0400
2,3.928537369,25.65901184,16.60000038,#ff0900
3,4.819416523,26.20219803,16.60000038,#ff0d00
4,3.969427109,26.67127037,16.5,#ff1100
5,3.025811672,27.08852386,16.5,#ff1500
6,2.275913477,27.4766407,16.5,#ff1a00
7,2.676750898,28.40951347,16.5,#ff1e00
8,3.376755714,27.94643402,16.60000038,#ff2200
9,4.190574646,27.61794472,16.5,#ff2600
10,4.952908516,27.19428062,16.5,#ff2b00
11,5.399374962,28.25540161,16.5,#ff2f00
12,4.505139828,28.49453354,16.5,#ff3300
13,3.700670958,28.88558578,16.5,#ff3700
14,2.855030775,29.30100822,16.5,#ff3c00
15,3.219404697,30.23101044,16.5,#ff4000
16,3.949823141,29.83594894,16.60000038,#ff4400
17,4.715978146,29.40577316,16.5,#ff4800
18,5.546818733,29.18951797,16.5,#ff4d00
19,5.776165962,30.1860733,16.5,#ff5100
20,4.878076553,30.47082901,16.5,#ff5500
21,3.977005243,30.80907631,16.5,#ff5900
22,3.676253319,31.66710091,16.5,#ff5e00
23,4.47603035,31.49722862,16.60000038,#ff6200
24,5.351790428,31.31738853,16.5,#ff6600
25,6.110861778,31.19518089,16.5,#ff6a00
26,5.899768353,27.5830555,16.5,#ff6e00
27,6.29551506,28.39293098,16.5,#ff7300
28,6.698248386,27.17951202,16.5,#ff7700
29,7.096412659,28.13664627,16.5,#ff7b00
30,7.974906921,27.89631844,16.5,#ff8000
31,7.560550213,26.9429512,16.5,#ff8400
32,8.31949234,26.57855797,16.5,#ff8800
33,8.692534447,27.38868523,16.5,#ff8c00
34,9.601121902,27.18982315,16.5,#ff9100
35,9.179925919,26.61955833,16.5,#ff9500
36,9.001374245,25.90127945,16.5,#ff9900
37,9.839155197,25.59219551,16.5,#ff9d00
38,10.01873302,26.39847183,16.5,#ffa200
39,10.47504044,27.05636978,16.5,#ffa600
40,11.27630997,26.54480743,16.5,#ffaa00
41,10.67833328,26.04409599,16.5,#ffae00
42,10.76069832,25.23931122,16.5,#ffb300
43,11.62827396,24.9752388,16.5,#ffb700
44,11.52895832,25.75857162,16.5,#ffbb00
45,12.12824345,26.36762428,16.5,#ffbf00
46,12.48759556,25.54464722,16.5,#ffc300
47,12.9820385,26.11559677,16.5,#ffc800
48,12.54951286,24.71121788,16.5,#ffcc00
49,13.34299946,24.41420937,16.5,#ffd000
50,13.28536892,25.25971413,16.5,#ffd500
51,13.81640244,25.89790344,16.5,#ffd900
52,14.1929388,24.08351898,16.5,#ffdd00
53,14.07271671,24.96936607,16.5,#ffe100
54,14.61809635,25.52841377,16.5,#ffe500
55,15.40063477,25.22806168,16.5,#ffea00
56,14.81896877,24.67677307,16.5,#ffee00
57,15.04082775,23.79236412,16.5,#fff200
58,15.63682175,24.36810112,16.5,#fff700
59,16.21806526,25.04440689,16.5,#fffb00
60,15.87268162,23.56237793,16.5,#ffff00
61,16.4149971,24.16472054,16.5,#fbff00
62,17.01116371,24.70735359,16.5,#f6ff00
63,17.77471924,24.47003365,16.5,#f6ff00
64,17.23211098,23.92100143,16.5,#eeff00
65,16.74040413,23.35298347,16.5,#eaff00
66,17.59984207,22.9481411,16.5,#e6ff00
67,18.00919914,23.64016533,16.5,#e1ff00
68,18.62237167,24.24265862,16.5,#ddff00
69,18.44543457,22.69545937,16.5,#d9ff00
70,18.85696983,23.41708946,16.5,#d4ff00
71,19.47472382,23.99549294,16.5,#d0ff00
72,20.36981201,23.70778465,16.5,#ccff00
73,19.7230854,23.26506424,16.5,#c8ff00
74,20.22543144,22.56795311,16.5,#c3ff00
75,21.35135269,23.31227684,16.5,#bfff00
76,21.08305168,22.36678314,16.5,#bbff00
77,22.29491425,23.06242561,16.5,#b7ff00
78,22.02627563,22.28591919,16.39999962,#b2ff00
79,22.58393097,21.38212585,16.39999962,#aeff00
80,22.92176056,22.18228149,16.5,#aaff00
81,23.80998039,22.67490768,16.5,#a6ff00
82,23.65479851,21.82735825,16.5,#a1ff00
83,23.94706535,20.96619606,16.39999962,#9dff00
84,24.54380608,22.39248466,16.39999962,#99ff00
85,24.5081749,21.56601715,16.39999962,#95ff00
86,24.81141281,20.69412613,16.39999962,#91ff00
87,25.44832611,22.16355515,16.5,#8cff00
88,25.38254929,21.35394287,16.5,#88ff00
89,25.69236755,20.42490959,16.39999962,#84ff00
90,26.27855873,21.85858917,16.39999962,#80ff00
91,26.3351078,21.02489281,16.5,#7bff00
92,26.58018494,20.1282692,16.5,#77ff00
93,27.1613884,21.48344803,16.39999962,#73ff00
94,27.16799164,20.7058754,16.39999962,#6eff00
95,28.02568054,21.19168663,16.5,#6aff00
96,27.99516487,20.26825333,16.5,#66ff00
97,28.91333008,20.92415237,16.39999962,#62ff00
98,28.79824829,20.02687836,16.39999962,#5eff00
99,29.35042381,19.27562714,16.5,#59ff00
100,29.71859169,20.67410088,16.5,#55ff00
101,29.9635601,19.84813499,16.5,#51ff00
102,30.65411377,20.38815498,16.39999962,#4cff00
103,31.44498444,20.04426575,16.39999962,#48ff00
104,30.74175644,19.55459785,16.5,#44ff00
105,30.17433929,18.98087692,16.39999962,#40ff00
106,31.13220024,18.79178429,16.39999962,#3bff00
107,31.69905472,19.35568619,16.5,#37ff00
108,32.56732559,19.64875603,16.5,#33ff00
109,33.52615738,19.48682404,16.39999962,#2fff00
110,32.33868027,18.59591293,16.39999962,#2bff00
111,33.13945389,18.06292534,16.5,#26ff00
112,34.00934219,17.85396385,16.5,#22ff00
