num,x,y,temp,RGB
0,3.81609272957,7.24658727646,18.7000007629,#8A8D90
1,3.80417251587,8.46605587006,18.7000007629,#8A8D93
2,4.7018737793,9.24347496033,18.7000007629,#8A8D93
3,5.85444831848,9.56691837311,18.7000007629,#8A8D93
4,6.62170791626,10.6030254364,18.7000007629,#8A8D93
5,5.93253612518,11.8131942749,18.7000007629,#8A8D93
6,4.85470819473,12.7324390411,18.7000007629,#8A8D93
7,4.12740659714,13.6722478867,18.7000007629,#8A8D93
8,3.48701119423,14.581990242,18.7000007629,#8A8D93
9,4.62226915359,14.5944948196,18.7000007629,#8A8D93
10,5.69790506363,14.8001327515,18.7000007629,#8A8D93
11,6.57347583771,14.4427728653,18.7000007629,#8A8D93
12,7.58061504364,14.4055643082,18.7000007629,#8A8D93
13,8.62732791901,14.4863576889,18.7000007629,#8A8D93
14,9.61202335358,14.7560300827,18.6000003815,#8A8D93
15,10.5856122971,15.0149717331,18.6000003815,#8A8D93
16,11.5700187683,15.3212442398,18.6000003815,#8A8D93
17,12.2458086014,16.0575885773,18.6000003815,#8A8D93
18,12.5370826721,16.9793739319,18.6000003815,#8A8D93
19,13.5572013855,17.1891746521,18.7000007629,#8A8D93
20,14.4381866455,16.9971179962,18.7000007629,#8A8D93
21,15.3996925354,17.0376968384,18.6000003815,#8A8D93
22,16.2001533508,17.2576465607,18.6000003815,#8A8D93
23,17.087770462,16.7441329956,18.6000003815,#8A8D93
24,18.0765419006,16.759759903,18.7000007629,#8A8D93
25,18.2316818237,15.9754838943,18.7000007629,#8A8D93
26,17.3384647369,15.4988574982,18.7000007629,#8A8D93
27,16.939540863,14.4924907684,18.7000007629,#8A8D93
28,16.2592906952,13.4942293167,18.7000007629,#8A8D93
29,16.0535068512,12.3498888016,18.6000003815,#8A8D93
30,16.473154068,11.4309482574,18.6000003815,#8A8D93
31,17.4750595093,10.7838182449,18.6000003815,#8A8D93
32,18.4577274323,10.9314098358,18.6000003815,#8A8E93
33,19.3273220062,11.8347501755,18.7000007629,#8A8D93
34,19.3588104248,10.8437213898,18.6000003815,#8A8E93
35,18.6657600403,9.92636489868,18.7000007629,#8A8E93
36,18.8467731476,8.92917537689,18.7000007629,#8A8D93
37,19.7266597748,8.7164106369,18.7000007629,#8A8E93
38,20.6721439362,8.49150657654,18.7000007629,#8A8E93
39,21.7196159363,8.32697868347,18.7000007629,#8B8E94
40,22.2838973999,9.17060184479,18.7000007629,#8B8E93
41,22.2361621857,10.2584972382,18.7000007629,#8B8E93
42,21.9401073456,11.1113815308,18.7000007629,#8B8E93
43,22.8649139404,10.8996639252,18.7000007629,#8B8E93
44,23.1711769104,9.8428068161,18.7000007629,#8B8E94
45,24.0924358368,9.16867446899,18.7000007629,#8B8E94
46,25.0077381134,9.30791091919,18.7000007629,#8B8E94
47,25.9674415588,9.33219623566,18.7000007629,#8B8E94
48,26.8261318207,9.37389945984,18.7000007629,#8B8E93
49,26.7197704315,10.3676605225,18.6000003815,#8B8E94
50,26.397731781,11.2103738785,18.6000003815,#8B8E93
51,27.8337078094,9.39774703979,18.7000007629,#8B8E94
52,28.8798122406,9.40937232971,18.7000007629,#8B8E94
53,29.903793335,9.33557033539,18.6000003815,#8B8E94
54,30.8898410797,9.23418331146,18.6000003815,#8B8E94
55,30.8848876953,8.20958423615,18.6000003815,#8B8E94
56,31.1937923431,7.26296567917,18.6000003815,#8B8E94
57,30.6401863098,6.43918800354,18.6000003815,#8B8E94
58,29.7462348938,6.23717212677,18.6000003815,#8B8E94
59,29.1948890686,5.4663977623,18.6000003815,#8A8D93
60,28.108039856,5.61669921875,18.6000003815,#8A8D93
61,27.3840713501,4.87634706497,18.6000003815,#8A8D93
62,26.3225440979,4.44173336029,18.6000003815,#8A8D93
63,26.6209468842,5.58504915237,18.7000007629,#8A8D93
64,25.7559242249,5.83984422684,18.6000003815,#8A8D92
65,24.7178916931,5.93894004822,18.6000003815,#8A8D93
66,23.6130447388,6.08976888657,18.7000007629,#898D92
67,23.3091907501,7.04775762558,18.7000007629,#898C92
68,22.2066440582,7.12432813644,18.6000003815,#898C92
69,21.2447986603,7.28061437607,18.7000007629,#8A8D93
